Switch Name,Type,Top Housing Material,Bottom Housing Material,Stem Material,Mount Type,Spring,Act. Weight,Bot.-Out Weight,Pre-Travel Dist.,Total Travel Dist.
SP-Star Ayara,Linear,Nylon,Nylon,POM,PCB (5-pin),Two-Stage Spring,50g,62g,2.00 mm,4.00 mm
SP-Star Blue Pink,Linear,Nylon,Nylon,POM,PCB (5-pin),Two-Stage Spring,,62g,2.00 mm,4.00 mm
SP-Star Duck,Tactile,PC,PC,POM,PCB (5-pin),Gold-Plated Spring,42g,57g,2.00 mm,4.00 mm
SP-Star Dustproof Grey,Linear,Nylon,Nylon,POM,Plate (3-pin),Gold-Plated Spring,,,,4.00 mm
SP-Star Dustproof Orange,Tactile,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,4.00 mm
SP-Star Dustproof Purple,Tactile,Nylon,Nylon,POM,Plate (3-pin),Gold-Plated Spring,,,,4.00 mm
SP-Star Dustproof White,Linear,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,4.00 mm
SP-Star Konmomo,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,,65g,2.00 mm,4.00 mm
SP-Star Luminous Cyber,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,47g,62g,2.00 mm,4.00 mm
SP-Star Magic Girl - Classic,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,67g,2.00 mm,4.00 mm
SP-Star Magic Girl - Dark,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,67g,2.00 mm,4.00 mm
SP-Star Marble Soda,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,40g,55g,2.00 mm,4.00 mm
SP-Star Marble Soda - Melon,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,57g,72g,2.00 mm,4.00 mm
SP-Star Meteor Grey,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,47g,67g,2.00 mm,4.00 mm
SP-Star Meteor Orange,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,40g,57g,2.00 mm,4.00 mm
SP-Star Meteor Purple,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,67g,2.00 mm,4.00 mm
SP-Star Meteor V3,Linear,Nylon,Nylon,POM,PCB (5-pin),Single-Stage Stainless Steel Spring,,63.5g,,
SP-Star Meteor White,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,40g,57g,2.00 mm,4.00 mm
SP-Star Polaris Grey,Linear,PC,PC,POM,PCB (5-pin),Gold-Plated Spring,55g,67g,2.00 mm,4.00 mm
SP-Star Polaris Orange,Tactile,PC,PC,POM,PCB (5-pin),Gold-Plated Spring,45g,57g,2.00 mm,4.00 mm
SP-Star Polaris Purple,Tactile,PC,PC,POM,PCB (5-pin),Gold-Plated Spring,47g,67g,2.00 mm,4.00 mm
SP-Star Polaris White,Linear,PC,PC,POM,PCB (5-pin),Gold-Plated Spring,40g,57g,2.00 mm,4.00 mm
SP-Star RedBlue,Linear,PC,PC,POM,PCB (5-pin),Gold-Plated Spring,40g,57g,2.00 mm,4.00 mm
SP-Star Sacramento,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,,,
SP-Star Star Nana,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,65g,2.00 mm,4.00 mm
SP-Star Starry Night,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,47g,62g,2.00 mm,4.00 mm
SP-Star Ube Crinkle Cookie,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Stainless Steel Spring,,65g,,
SP-Star Yanyu,Linear,Polymer Nylon & UHMWPE Blend,Polymer Nylon and UHMWPE Blend,POM,PCB (5-pin),Gold-Plated Spring,33g,43g,2.00 mm,4.00 mm
Space Studio Loopy - 35g,Linear,POM,Nylon,LY,Plate (3-pin),20 mm Stainless Steel Spring,35g,40g,1.60 mm,3.60 mm
Space Studio Loopy - 42g,Linear,POM,Nylon,LY,Plate (3-pin),20 mm Stainless Steel Spring,42g,50g,1.60 mm,3.60 mm
Swagkeys Black Aqua King,Linear,,,,PCB (5-pin),Stainless Steel Spring,,62g,,3.80 mm
Swagkeys Deep Ruby,Linear,POM,POM,UPE,,Stainless Steel Spring,,62g,,3.20 mm
Swagkeys Flow Black,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,2.00 mm,3.50 mm
Swagkeys Modern Grey,Linear,,,,PCB (5-pin),Stainless Steel Spring,,62g,,3.60 mm
Swagkeys Pearl,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,,50g,1.90 mm,3.50 mm
Swagkeys Popcorn,Linear,LY,LY,LY,PCB (5-pin),Stainless Steel Spring,58g,,,3.60 mm
Swagkeys Pure Berry,Linear,,,,PCB (5-pin),Stainless Steel SPring,,62g,,3.70 mm
Swagkeys Pure Sky,Linear,,,,PCB (5-pin),Stainless Steel Spring,,57g,,3.60 mm
Swagkeys S.S.S.,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,70g,,
Swagkeys Vintage,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,3.20 mm
SWK Catmint,Linear,Nylon,Nylon,POK,PCB (5-pin),20 mm Stainless Steel Spring,,58g,,3.50 mm
SWK Dragon Ghost,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,62g,2.00 mm,3.50 mm
SWK Jieum V2,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,2.00 mm,3.50 mm
SWK Mocha V2,Linear,POK,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,3.30 mm
SWK Ripple,Linear,Nylon,Nylon,POK,PCB (5-pin),Stainless Steel Spring,,55g,1.80 mm,3.50 mm
SWK Sea Whale,Linear,Nylon,Nylon,POK,PCB (5-pin),Stainless Steel Spring,46g,60g,1.80 mm,3.50 mm
SWK Toucan,Linear,Nylon,Nylon,POK,PCB (5-pin),Stainless Steel Spring,,62g,1.80 mm,3.50 mm
SWK V Black,Linear,Nylon,Nylon,POM,PCB (5-pin),20 mm Two-Stage Stainless Steel Spring,,,,
SWK Vanta Black,Linear,Nylon,Nylon,POM,PCB (5-pin),20 mm Two-Stage Stainless Steel Spring,,62g,,
SWK Very Peri,Linear,Nylon,Nylon,POM,PCB (5-pin),20 mm Stainless Steel Spring,40g,45g,2.00 mm,3.70 mm
SwooshDOG Mist,Linear,POM,POM,LY,,20 mm Four-Stage Stainless Steel Spring,50g,62g,,3.70 mm
SwooshDOG Veltiver V2,Linear,PC,Nylon,POM,PCB (5-pin),20 mm Four-Stage Stainless Steel Spring,,55g,,3.70 mm
Tbcats Studio Blue Balloon V2,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,63.5g,,3.50 mm
Tbcats Studio Cloud Water,Linear,Nylon,Nylon,HPE,PCB (5-pin),22 mm Stainless Steel Extension Spring,,55g,,4.00 mm
Tbcats Studio Cloud Water,Tactile,Nylon,Nylon,HPE,PCB (5-pin),22 mm Stainless Steel Extension Spring,,63.5g,,4.00 mm
Tbcats Studio Eclair Blue,Linear,Nylon,Nylon,HPE,PCB (5-pin),22 mm Stainless Steel Spring,37g,42g,2.00 mm,3.80 mm
Tbcats Studio Eclair Green,Linear,Nylon,Nylon,HPE,PCB (5-pin),22 mm Two-Stage Extension Spring,42g,55g,2.00 mm,3.80 mm
Tbcats Studio Eclair Orange,Linear,Nylon,Nylon,HPE,PCB (5-pin),22 mm Two-Stage Extension Spring,45g,63g,2.00 mm,3.50 mm
Tbcats Studio Eclair Pink,Linear,Nylon,Nylon,HPE,PCB (5-pin),22 mm Stainless Steel Spring,37g,42g,2.00 mm,3.80 mm
Tbcats Studio Eclair Purple,Linear,Nylon,Nylon,HPE,PCB (5-pin),22 mm Stainless Steel Spring,37g,42g,2.00 mm,3.80 mm
Team Wolf Black,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
Team Wolf Blue,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
Team Wolf Optical Green V4,Clicky,,,,,Stainless Steel Spring,,,,
Team Wolf Optical Tan V2,Clicky,,,,,Stainless Steel Spring,,,,
Team Wolf Optical Tan V4,Clicky,,,,,Stainless Steel Spring,,,,
Team Wolf Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
Tecsee Amber,Linear,HPE,PME,POM,PCB (5-pin),Two-Stage Gold-Plated Spring,43g,58g,,3.60 mm
Tecsee Blue Balloon,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Two-Stage Spring,42g,55g,2.00 mm,3.50 mm
Tecsee Blue Sky,Linear,HPE,HPE,POM,PCB (5-pin),22 mm Stainless Steel Spring,43g,63.5g,1.80 mm,3.80 mm
Tecsee Blue Sky,Tactile,HPE,HPE,POM,PCB (5-pin),22 mm Stainless Steel Spring,43g,63.5g,1.80 mm,3.80 mm
Tecsee Carrot,Linear,PME,PME,POM,PCB (5-pin),16 mm Stainless Steel Spring,55g,67g,2.00 mm,3.50 mm
Tecsee Chaos Theory Singularity,Linear,Nylon,Nylon,POM,PCB (5-pin),15 mm Gold-Plated Spring,,68g,,3.90 mm
Tecsee Chocolate Toffee,Linear,Nylon,Nylon,POM,PCB (5-pin),Two-Stage Spring,,63.5g,,
Tecsee Christmas Dolphin,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,37g,45g,1.50 mm,3.50 mm
Tecsee Christmas Dolphin HPE,Linear,PC,Nylon,HPE,PCB (5-pin),Stainless Steel Spring,37g,45g,1.50 mm,3.50 mm
Tecsee Christmas Rabbit,Linear,PC,Nylon,HPE,PCB (5-pin),Stainless Steel Spring,37g,45g,1.50 mm,3.50 mm
Tecsee Coffee Chip Ice Cream,Tactile,PME,PME,POM,PCB (5-pin),Stainless Steel Spring,50g,62g,2.00 mm,3.10 mm
Tecsee Coral,Tactile,Nylon,PME,Nylon,PCB (5-pin),14 mm Stainless Steel,55g,67g,2.00 mm,3.00 mm
Tecsee Crystal Lemon,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,45g,52g,2.00 mm,3.50 mm
Tecsee Eminence,Linear,HPE,Nylon,POM,PCB (5-pin),22 mm Two-Stage Gold-Plated Spring,45g,60g,2.00 mm,3.50 mm
Tecsee Gold Metal,Linear,PC,PC,UHMWPE,PCB (5-pin),Stainless Steel Spring,55g,63.5g,1.90 mm,3.80 mm
Tecsee Honey Peach,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,45g,52g,2.00 mm,3.50 mm
Tecsee Ice Candy,Linear,PC,PC,Nylon,PCB (5-pin),Two-Stage Spring,55g,63.5g,2.00 mm,3.90 mm
Tecsee Ice Grape,Linear,PC,PC,UHMWPE,PCB (5-pin),22 mm Stainless Steel Spring,55g,63.5g,2.00 mm,3.90 mm
Tecsee Ice Grass,Linear,HPE,Nylon,POM,PCB (5-pin),Two-Stage Stainless Steel Spring,,58g,2.00 mm,3.50 mm
Tecsee Ice Milk,Tactile,Polymer Nylon & UHMWPE Blend,Nylon,UPE,PCB (5-pin),Two-Stage Spring,,63.5g,1.90 mm,3.80 mm
Tecsee Ice Mint,Linear,PC,PC,UHMWPE,PCB (5-pin),Two-Stage Spring,55g,62.5g,2.00 mm,3.90 mm
Tecsee Jadeite,Linear,UPE,PC,UPE,PCB (5-pin),22 mm Stainless Steel Spring,55g,63.5g,2.00 mm,3.90 mm
Tecsee Kingfisher,Linear,PME,PME,POM,PCB (5-pin),Stainless Steel Spring,,68g,,
Tecsee Lake Blue,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,58g,2.00 mm,3.50 mm
Tecsee Laser Metal,Linear,PC,PC,UHMWPE,PCB (5-pin),Stainless Steel Spring,55g,63.5g,1.90 mm,3.80 mm
Tecsee Loong,Linear,Nylon,Nylon,HPE,PCB (5-pin),22 mm Two-Stage Spring,42g,50g,2.00 mm,3.90 mm
Tecsee Lychee UHMWPE,Linear,Nylon,Nylon,UHMWPE,PCB (5-pin),Two-Stage Gold-Plated Spring,,68g,,
Tecsee Lychee UHMWPE,Tactile,Nylon,Nylon,UHMWPE,PCB (5-pin),Two-Stage Gold-Plated Spring,,68g,,
Tecsee Mango Ice,Tactile,UPE,Nylon,UPE,PCB (5-pin),22 mm Stainless Steel Spring,55g,63.5g,1.90 mm,3.80 mm
Tecsee Maple Leaf,Linear,HPE,HPE,NY,,Stainless Steel Spring,42g,48g,,3.50 mm
Tecsee Medium,Tactile,,,POM,PCB (5-pin),Stainless Steel Spring,50g,63.5g,1.30 mm,2.50 mm
Tecsee Middle Profile,Linear,HPE,Nylon,POM,PCB (5-pin),Stainless Steel SPring,50g,,1.30 mm,2.20 mm
Tecsee Middle Profile,Tactile,HPE,Nylon,POM,PCB (5-pin),Stainless Steel SPring,50g,,1.30 mm,2.20 mm
Tecsee Neopolitan Ice Cream,Tactile,PC,PC,POM,PCB (5-pin),Two-Stage Spring,,63.5g,,
Tecsee Oreo,Linear,PME,Nylon,UHMWPE,PCB (5-pin),Two-Stage Stainless Steel Spring,55g,,,3.80 mm
Tecsee Porcelain Blues - 53g,Linear,PC,PC,POM,PCB (5-pin),Two-Stage Stainless Steel Spring,,53g,,3.25 mm
Tecsee Porcelain Blues - 62g,Linear,PC,PC,POM,PCB (5-pin),Two-Stage Stainless Steel Spring,,62g,,3.25 mm
Tecsee Pudding,Tactile,HPE,Nylon,POM,PCB (5-pin),22 mm Stainless Steel Spring,50g,63.5g,2.00 mm,3.90 mm
Tecsee Pudding,Linear,HPE,Nylon,POM,PCB (5-pin),22 mm Stainless Steel Spring,50g,63.5g,2.00 mm,3.90 mm
Tecsee Purple Panda,Tactile,PME,PME,POM,PCB (5-pin),Stainless Steel Spring,55g,67g,2.00 mm,3.00 mm
Tecsee RAW,Linear,Nylon,Nylon,HPE,PCB (5-pin),Single-Stage Spring,,57.5g,2.00 mm,3.50 mm
Tecsee Ruby,Linear,PC,PC,UHMWPE,PCB (5-pin),Stainless Steel Spring,55g,63.5g,1.90 mm,3.80 mm
Tecsee Ruby V2,Linear,PC,PC,UHMWPE,PCB (5-pin),Stainless Steel Spring,55g,63.5g,1.90 mm,3.80 mm
Tecsee Safety,Linear,PC,Nylon,UPE,PCB (5-pin),Two-Stage Spring,52g,65g,2.00 mm,3.70 mm
Tecsee Sangria,Linear,HPE,HPE,POM,PCB (5-pin),Two-Stage Stainless Steel Spring,,63.5g,,
Tecsee Sapphire,Tactile,PC,PC,UHMWPE,PCB (5-pin),22 mm Stainless Steel Spring,55g,63.5g,1.90 mm,3.80 mm
Tecsee Sapphire V2,Tactile,PC,PC,UHMWPE,PCB (5-pin),22 mm Stainless Steel Spring,55g,63.5g,1.90 mm,3.80 mm
Tecsee Snow Globe,Tactile,PC,PC,UHMWPE,PCB (5-pin),Stainless Steel Spring,,63.5g,1.90 mm,3.80 mm
Tecsee Strawberry Ice,Linear,UPE,Nylon,UPE,PCB (5-pin),22 mm Stainless Steel Spring,55g,63.5g,2.00 mm,3.90 mm
Tecsee Sunny Side Up,Linear,HPE,HPE,POM,PCB (5-pin),Two-Stage Spring,,63.5g,,
Tecware F-Stock,Linear,,,,,Stainless Steel Spring,,,,
Tecware Z-Stock,Linear,,,,,Stainless Steel Spring,,,,
Thic Thock Konpeitou,Linear,Nylon,Nylon,POM,PCB (5-pin),Gold-Plated Spring,50g,68g,1.40 mm,
Thic Thock Marshmallow,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Extension Spring,50g,68g,1.40 mm,
Thunder Creation Demon,Linear,,,,Plate (3-pin),Stainless Steel Spring,58g,,,
Thunderobot Thor Water,Linear,PC,,,Plate (3-pin),Stainless Steel Spring,37g,47g,1.20 mm,3.50 mm
TJA Black,Linear,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
TJA Clear,Tactile,,,,PCB (5-pin),Stainless Steel Spring,,,,
TofuTypes Tofu - 13.6 mm,Linear,Nylon,Nylon,Nylon,PCB (5-pin),Stainless Steel Spring,,63.5g,,
TofuTypes Tofu - 13.9 mm,Linear,Nylon,Nylon,Nylon,PCB (5-pin),Stainless Steel Spring,,63.5g,,
Tomato Blue,Clicky,,,,Plate (3-pin),Stainless Steel Spring,50g,,,
Transmit - 42g,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,35g,42g,1.90 mm,3.80 mm
Transmit - 52g,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,42g,52g,1.90 mm,3.80 mm
Transmit - 62g,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,47g,62g,1.90 mm,3.80 mm
Tsukuri Studio Kaisya,Linear,PC,Nylon,LY,PCB (5-pin),Stainless Steel Spring,52g,58g,2.00 mm,4.00 mm
TTC Ace,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,53g,60g,2.00 mm,4.00 mm
TTC Ace V1.5,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,53g,60g,2.00 mm,4.00 mm
TTC Ace V2,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,53g,60g,2.00 mm,4.00 mm
TTC Blue Dragon,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,49g,,1.08 mm,3.80 mm
TTC Bluish White,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,42g,50g,2.00 mm,3.50 mm
TTC Bluish White (V2) Silent,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,42g,50g,2.00 mm,3.50 mm
TTC Breeze,Linear,PC,Nylon,POM,PCB (5-pin),16 mm Gold-Plated Spring,48g,61.5g,2.00 mm,4.00 mm
TTC Brother,Clicky,PC,Nylon,POM,Plate (3-pin),17.5 mm Spring,37g,,2.20 mm,3.50 mm
TTC Brown Silent,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,63.5g,2.00 mm,3.80 mm
TTC Camo,Tactile,,,,PCB (5-pin),Stainless Steel Spring,45g,63g,2.00 mm,3.80 mm
TTC Chaotic Panda,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,45g,60g,2.00 mm,3.40 mm
TTC Cloud Sea,Linear,,,,PCB (5-pin),,42g,,1.50 mm,3.60 mm
TTC Colourful Green,Linear,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,41g,48g,1.90 mm,4.00 mm
TTC Colourful Red,Linear,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,41g,48g,1.90 mm,4.00 mm
TTC Colourful Yellow,Linear,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,41g,48g,1.90 mm,4.00 mm
TTC Crescent,Linear,POM,POM,POK,Plate (3-pin),Stainless Steel Spring,42g,56g,1.50 mm,3.60 mm
TTC Cyber Panda,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,45g,60g,2.00 mm,3.40 mm
TTC Flame Red,Linear,Nylon,Nylon,POM,Plate (3-pin),24.5 mm Extension Spring,45g,54g,2.00 mm,4.00 mm
TTC Flame Snow V2,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,42g,,1.60 mm,3.60 mm
TTC Flaming Orange,Linear,POM,POM,POK,PCB (5-pin),24 mm Single-Stage Spring,45g,,1.80 mm,3.60 mm
TTC Flaming Pink,Linear,PC,Nylon,POM,PCB (5-pin),24 mm Single-Stage Spring,43g,50g,1.60 mm,3.60 mm
TTC Flaming Purple,Linear,PC,Nylon,POK,Plate (3-pin),23 mm Single-Stage Spring,42g,47g,1.60 mm,3.60 mm
TTC Flaming Snow,Linear,PC,Nylon,POK,Plate (3-pin),Stainless Steel Spring,42g,50g,1.60 mm,3.60 mm
TTC Flying Shark,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,39g,,1.20 mm,3.60 mm
TTC Frozen Silent V2,Linear,PC,PC,POM,Plate (3-pin),Silver White Spring,39g,43g,2.00 mm,3.50 mm
TTC Geo,Linear,,,,Plate (3-pin),25 mm Stainless Steel Spring,46g,,1.80 mm,3.80 mm
TTC Gold Brown,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,55g,63g,2.00 mm,4.00 mm
TTC Gold Brown Pro,Tactile,PC,Nylon,NPI,Plate (3-pin),18 mm Stainless Steel Spring,45g,,2.00 mm,3.80 mm
TTC Gold Pink,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,37g,45g,2.00 mm,4.00 mm
TTC Gold Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,43g,50g,2.00 mm,4.00 mm
TTC Gold Red Pro,Linear,PC,Nylon,NPI,Plate (3-pin),18.5 mm Stainless Steel Spring,43g,,1.80 mm,3.80 mm
TTC Gold Red V3,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,43g,50g,2.00 mm,4.00 mm
TTC Gold Silver,Linear,PC,Nylon,POM,Plate (3-pin),18 mm Stainless Steel Spring,45g,,1.40 mm,3.50 mm
TTC Gold Silver Pro,Linear,PC,Nylon,POM,Plate (3-pin),18 mm Stainless Steel Spring,45g,,1.40 mm,3.50 mm
TTC Helix Skylar,Clicky,,,,Plate (3-pin),Stainless Steel Spring,45g,60g,2.00 mm,4.00 mm
TTC Heroic Panda,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,45g,60g,2.00 mm,3.40 mm
TTC Hex,Linear,POM,POM,POK,PCB (5-pin),Stainless Steel Spring,50g,56.5g,2.00 mm,3.60 mm
TTC Hey,Linear,Nylon,Nylon,POM,PCB (5-pin),Two-Stage Gold-Plated Spring,50g,58g,2.00 mm,3.80 mm
TTC Honey,Linear,PC,PC,POM,Plate (3-pin),25.5 mm Extension Spring,42g,50g,2.00 mm,3.80 mm
TTC Ice,Linear,PC,PC,POM,PCB (5-pin),24 mm Single-Stage Spring,45g,60g,1.60 mm,3.60 mm
TTC Iron,Linear,POM,POM,POM,Plate (3-pin),22 mm Single-Stage Spring,41g,50g,1.40 mm,3.80 mm
TTC K Series Black,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,60g,,2.00 mm,4.00 mm
TTC K Series Blue,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,60g,2.20 mm,4.00 mm
TTC K Series Brown,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,55g,2.00 mm,4.00 mm
TTC K Series Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,,2.00 mm,4.00 mm
TTC L Series Black,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,60g,,2.00 mm,4.00 mm
TTC L Series Blue,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,60g,2.20 mm,4.00 mm
TTC L Series Brown,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,55g,2.00 mm,4.00 mm
TTC L Series Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,,2.00 mm,4.00 mm
TTC Light Cloud,Linear,Nylon,Nylon,POM,PCB (5-pin),Two-Stage Gold-Plated Spring,48g,58g,1.20 mm,3.50 mm
TTC Light Cloud V2,Linear,Nylon,Nylon,POM,PCB (5-pin),Two-Stage Gold-Plated Spring,45g,58g,1.20 mm,3.50 mm
TTC Love Heart,Linear,PC,Nylon,POM,Plate (3-pin),22.5 mm Extension Spring,42g,,2.00 mm,3.80 mm
TTC Love Heart V2,Linear,PC,Nylon,POM,Plate (3-pin),22.5 mm Extension Spring,42g,,2.00 mm,3.80 mm
TTC Low Profile Blue,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,,1.30 mm,3.20 mm
TTC Low Profile Brown,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,40g,,1.50 mm,3.20 mm
TTC Low Profile Red,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,,1.20 mm,3.20 mm
TTC Matrix-01 - 45g,Linear,Nylon,Nylon,POM,PCB (5-pin),Two-Stage Gold-Plated Spring,45g,55g,2.00 mm,4.00 mm
TTC Matrix-01 - 53g,Tactile,Nylon,Nylon,POM,PCB (5-pin),Two-Stage Gold-Plated Spring,53g,63.5g,2.00 mm,4.00 mm
TTC Mushan,Linear,PC,POM,POM,Plate (3-pin),Stainless Steel Spring,40g,,1.60 mm,3.80 mm
TTC NCR,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,43g,62g,2.00 mm,4.00 mm
TTC Neptune,Linear,POM,PC,POM,PCB (5-pin),21.5 mm Extension Spring,41g,50g,2.00 mm,3.80 mm
TTC Old School,Linear,Nylon,Nylon,P1,PCB (5-pin),Gold-Plated Spring,55g,68g,2.00 mm,3.80 mm
TTC Orange Dragon,Linear,Nylon,PC,POM,PCB (5-pin),Stainless Steel Spring,40g,53g,2.20 mm,3.40 mm
TTC Peanut Latte Silent,Tactile,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,42g,,2.00 mm,3.50 mm
TTC Rabbit OG Silent,Linear,Nylon,PC,Nylon,PCB (5-pin),Stainless Steel Spring,42g,,1.20 mm,3.80 mm
TTC Rabbit RGB Silent,Linear,PC,PC,Nylon,PCB (5-pin),Stainless Steel Spring,42g,,1.20 mm,3.80 mm
TTC Razer Green V1,Clicky,,,,Plate (3-pin),Stainless Steel Spring,50g,,1.90 mm,4.00 mm
TTC Razer Green V2,Clicky,,,,Plate (3-pin),Stainless Steel Spring,50g,,1.90 mm,4.00 mm
TTC Razer Green V3,Clicky,,,,Plate (3-pin),Stainless Steel Spring,50g,,1.90 mm,4.00 mm
TTC Razer Orange V1,Tactile,,,,Plate (3-pin),Stainless Steel Spring,45g,,1.90 mm,4.00 mm
TTC Razer Orange V3,Tactile,,,,Plate (3-pin),Stainless Steel Spring,50g,,2.00 mm,3.50 mm
TTC Razer Yellow V1,Linear,,,,Plate (3-pin),Stainless Steel Spring,45g,,1.20 mm,3.50 mm
TTC Razer Yellow V1 Silent,Linear,,,,Plate (3-pin),Stainless Steel Spring,45g,,1.20 mm,3.50 mm
TTC Razer Yellow V2,Linear,,,,Plate (3-pin),Stainless Steel Spring,45g,,1.20 mm,3.50 mm
TTC Razer Yellow V3,Linear,,,,Plate (3-pin),Stainless Steel Spring,45g,,1.20 mm,3.50 mm
TTC Red Silent,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,63.5g,1.90 mm,3.70 mm
TTC Red Silent V3,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,63.5g,1.90 mm,3.70 mm
TTC Snow Tiger,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Springs,40g,,1.08 mm,3.70 mm
TTC Speed Gold,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,39g,,1.20 mm,3.40 mm
TTC Speed Silver,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,55g,1.08 mm,3.40 mm
TTC Superman,Linear,POM,POM,POM,Plate (3-pin),Stainless Steel Spring,40g,,1.30 mm,3.80 mm
TTC Tiger OG,Linear,Nylon,PC,POM,PCB (5-pin),25.5 mm Stainless Steel Spring,45g,55g,1.08 mm,3.70 mm
TTC Tiger RGB,Linear,PC,PC,POM,PCB (5-pin),25.5 mm Stainless Steel Spring,45g,55g,1.08 mm,3.70 mm
TTC Titan Heart,Linear,PC,POM,POM,Plate (3-pin),Gold-Plated Spring,42g,,1.20 mm,3.60 mm
